# WaniKani - Vocabulary
# Generated on May 29, 2016 06:49 AM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_最初;vocabulary;最初;the first, first, beginning, outset;;;;;さいしょ;11
v_食事;vocabulary;食事;meal;;;;;しょくじ;9
v_保守的;vocabulary;保守的;conservative;;;;;ほしゅてき;16
v_一本気;vocabulary;一本気;one track mind, single mindedness;;;;;いっぽんぎ;4
v_スペイン語;vocabulary;スペイン語;spanish language, spanish;;;;;すぺいんご, スペインご;10
v_仲良し;vocabulary;仲良し;good friend, intimate friend, close friend;;;;;なかよし;11
v_週末;vocabulary;週末;weekend;;;;;しゅうまつ;7
v_消化不良;vocabulary;消化不良;indigestion;;;;;しょうかふりょう;14
v_太陽;vocabulary;太陽;sun, the sun, sol;;;;;たいよう;12
v_消化;vocabulary;消化;digestion;;;;;しょうか;12
v_試験;vocabulary;試験;examination, test, experiment, exam;;;;;しけん;18
v_手紙;vocabulary;手紙;letter;;;;;てがみ;7
v_他;vocabulary;他;other;;;;;ほか;4
v_争う;vocabulary;争う;to quarrel, to compete, to argue;;;;;あらそう;11
v_特急;vocabulary;特急;limited express train, limited express;;;;;とっきゅう;16
v_気を付けて;vocabulary;気を付けて;be careful, take care;;;;;きをつけて;9
v_非常口;vocabulary;非常口;emergency exit;;;;;ひじょうぐち;19
v_弱々しい;vocabulary;弱々しい;weak looking, frail, weak seeming, seemingly weak;;;;;よわよわしい;9
v_切手;vocabulary;切手;postage stamp, stamp;;;;;きって;4
v_私;vocabulary;私;i;;;;;わたし, わたくし;14
v_小さい順;vocabulary;小さい順;increasing order, ascending order, smallest first;;;;;ちいさいじゅん;19
v_忘年会;vocabulary;忘年会;year end party, end of year party;;;;;ぼうねんかい;18
v_仮に;vocabulary;仮に;temporarily, suppose;;;;;かりに;9
v_千円札;vocabulary;千円札;thousand yen bill, thousand yen note, one thousand yen note, one thousand yen bill;;;;;せんえんさつ;7
v_残り;vocabulary;残り;remainder, remnant, leftover, residue;;;;;のこり;14
v_防火;vocabulary;防火;fire prevention, fire fighting, fire proof;;;;;ぼうか;20
v_焼き鳥;vocabulary;焼き鳥;roast chicken, cooked chicken, yakitori;;;;;やきとり;18
v_臭い;vocabulary;臭い;stinky, stinking, to be stinky, smelly, to be smelly;;;;;くさい;20
v_勝ち;vocabulary;勝ち;victory, win, a victory, a win;;;;;かち;11
v_心願;vocabulary;心願;heartfelt desire, heartfelt wish, prayer, heart's desire;;;;;しんがん;13
v_学院;vocabulary;学院;academy, institute;;;;;がくいん;10
v_札;vocabulary;札;label, bill, note;;;;;ふだ;7
v_終点;vocabulary;終点;last stop, final stop;;;;;しゅうてん;10
v_決定する;vocabulary;決定する;to decide, to determine;;;;;けっていする;11
v_勝敗;vocabulary;勝敗;victory or defeat;;;;;しょうはい;17
v_最後;vocabulary;最後;last, the last, end, conclusion, final;;;;;さいご;10
v_入館料;vocabulary;入館料;admission fee, entrance fee, entry fee;;;;;にゅうかんりょう;13
v_相談;vocabulary;相談;consultation, discussion, advice;;;;;そうだん;9
v_借家;vocabulary;借家;renting a house, house for rent, rented house;;;;;しゃくや, しゃっか;18
v_答え;vocabulary;答え;answer, reply, response;;;;;こたえ;8
v_政治;vocabulary;政治;politics, government;;;;;せいじ;16
v_焼き肉;vocabulary;焼き肉;roast meat, grilled meat, cooked meat, yakiniku;;;;;やきにく;18
v_合わせる;vocabulary;合わせる;to join together, to unify together, to unite, to match, to unify, to bring together, to join;;;;;あわせる;11
v_答える;vocabulary;答える;to answer, to reply, to respond;;;;;こたえる;8
v_先;vocabulary;先;previous, ahead, past, former;;;;;さき;4
v_駅長;vocabulary;駅長;station master, stationmaster, train station master, train stationmaster;;;;;えきちょう;13
v_対立;vocabulary;対立;confrontation, opposition;;;;;たいりつ;8
v_二倍;vocabulary;二倍;double, two times, twice;;;;;にばい;12
v_万人;vocabulary;万人;all people, everybody;;;;;ばんにん;5
v_信心;vocabulary;信心;faith, belief;;;;;しんじん;15
v_一番;vocabulary;一番;number one, the first, first, the best, best, the most, most;;;;;いちばん;8
v_親切;vocabulary;親切;kind, kindness;;;;;しんせつ;10
v_昨今;vocabulary;昨今;these days, nowadays;;;;;さっこん;15
v_皿洗い;vocabulary;皿洗い;dishwashing, dishwasher, washing the dishes, washing dishes;;;;;さらあらい;18
v_登る;vocabulary;登る;to climb, to ascend;;;;;のぼる;12
v_家庭;vocabulary;家庭;family, household;;;;;かてい;12
v_無意識;vocabulary;無意識;unconsciously, involuntary, unconsciousness;;;;;むいしき;19
v_波;vocabulary;波;wave;;;;;なみ;11
v_州;vocabulary;州;state, province, county;;;;;しゅう;6
v_文句;vocabulary;文句;complaint;;;;;もんく;18
v_民族;vocabulary;民族;ethnic group, ethnicity, race;;;;;みんぞく;12
v_失礼;vocabulary;失礼;rude, rudeness, impoliteness;;;;;しつれい;7
v_確かに;vocabulary;確かに;certain, probable, surely, certainly;;;;;たしかに;20
v_仕方;vocabulary;仕方;method, way, way of doing;;;;;しかた;4
v_名字;vocabulary;名字;surname, last name, family name;;;;;みょうじ;4
v_試食;vocabulary;試食;sample, taste, food sample;;;;;ししょく;18
v_イギリス人;vocabulary;イギリス人;british person, english person;;;;;いぎりすじん, イギリスじん;17
v_助手;vocabulary;助手;assistant, helper, aide;;;;;じょしゅ;8
v_願い事;vocabulary;願い事;one's wish, prayer, wish;;;;;ねがいごと;17
v_葉;vocabulary;葉;leaf, leaves;;;;;は;10
v_引き分け;vocabulary;引き分け;tie, draw;;;;;ひきわけ;4
v_木曜日;vocabulary;木曜日;thursday;;;;;もくようび;18
v_他所;vocabulary;他所;another place, somewhere else, other place, elsewhere;;;;;たしょ, よそ;8
v_ゴミ箱;vocabulary;ゴミ箱;garbage can, garbage bin, trash can, trash bin, waste can, waste bin, rubbish bin;;;;;ごみばこ, ゴミばこ;16
v_高校生;vocabulary;高校生;high school student, high schooler;;;;;こうこうせい;9
v_終わる;vocabulary;終わる;to end, to finish;;;;;おわる;10
v_労働者;vocabulary;労働者;laborer, blue collar worker, manual laborer, labourer, manual labourer;;;;;ろうどうしゃ;11
v_味;vocabulary;味;taste, flavor, flavour;;;;;あじ;11
v_映画館;vocabulary;映画館;movie theater, cinema, movie theatre;;;;;えいがかん;15
v_日本的;vocabulary;日本的;very japanese, typically japanese;;;;;にほんてき;14
v_飯;vocabulary;飯;meal, cooked rice, food;;;;;めし;15
v_日常;vocabulary;日常;everyday life, normal life, daily life, ordinary, regular, everyday, usual;;;;;にちじょう;17
v_虚弱;vocabulary;虚弱;weak, feeble, weakness, feebleness;;;;;きょじゃく;17
v_何枚;vocabulary;何枚;how many flat objects, how many sheets;;;;;なんまい;18
v_全国;vocabulary;全国;nationwide, national, countrywide;;;;;ぜんこく;6
v_真っ黒;vocabulary;真っ黒;pitch black, pure black;;;;;まっくろ;16
v_愛人;vocabulary;愛人;lover, mistress;;;;;あいじん;17
v_賞金;vocabulary;賞金;cash prize, prize money;;;;;しょうきん;13
v_結局;vocabulary;結局;after all, eventually, in the end;;;;;けっきょく;17
v_葉書;vocabulary;葉書;postcard;;;;;はがき;18
v_開く;vocabulary;開く;to open, to be open;;;;;あく;12
v_冒険;vocabulary;冒険;adventure;;;;;ぼうけん;16
v_役人;vocabulary;役人;public official, government official, public servant;;;;;やくにん;8
v_丈夫;vocabulary;丈夫;sturdy, firm;;;;;じょうぶ;15
v_本屋;vocabulary;本屋;bookstore, book shop;;;;;ほんや;9
v_輪;vocabulary;輪;ring, wheel, loop;;;;;わ;13
v_旅館;vocabulary;旅館;japanese inn, japanese hotel, inn, ryokan, japanese style inn, japanese style hotel;;;;;りょかん;13
v_水道;vocabulary;水道;water supply, water service, waterworks, aqueduct, conduit, water line;;;;;すいどう;8
v_公園;vocabulary;公園;public park, park;;;;;こうえん;16
v_失恋;vocabulary;失恋;heartbreak, broken heart;;;;;しつれん;17
v_運ぶ;vocabulary;運ぶ;to carry;;;;;はこぶ;10
v_性格;vocabulary;性格;personality, character;;;;;せいかく;14
v_鼻くそ;vocabulary;鼻くそ;snot, boogers;;;;;はなくそ;17
v_宙;vocabulary;宙;space, air, midair;;;;;ちゅう;19
v_日本酒;vocabulary;日本酒;japanese style alcohol, japanese alcohol, sake;;;;;にほんしゅ, にっぽんしゅ;10
v_原子;vocabulary;原子;atom;;;;;げんし;17
v_鼻先;vocabulary;鼻先;tip of the nose, tip of nose, nose tip;;;;;はなさき;17
v_店員;vocabulary;店員;shop staff, store staff, store employee, shop employee, clerk, salesperson, shop assistant;;;;;てんいん;12
v_足りる;vocabulary;足りる;to be enough, to be sufficient, to suffice;;;;;たりる;4
v_夢中;vocabulary;夢中;crazy about, absorption, mad about;;;;;むちゅう;20
v_保存;vocabulary;保存;preserve, preservation, conservation;;;;;ほぞん;16
v_毎朝;vocabulary;毎朝;every morning;;;;;まいあさ;8
v_変化;vocabulary;変化;change, transformation;;;;;へんか;15
v_辺;vocabulary;辺;area, vicinity, region;;;;;へん;7
v_良い;vocabulary;良い;good;;;;;よい, いい;11
v_仕返し;vocabulary;仕返し;get even, retaliation, get back at, revenge, get revenge;;;;;しかえし;11
v_肉屋;vocabulary;肉屋;butcher shop, meat shop, meat store;;;;;にくや;9
v_不自由;vocabulary;不自由;discomfort, inconvenience, disability, impairment, poverty, destitution;;;;;ふじゆう;9
v_気に入る;vocabulary;気に入る;to be pleased with, to be satisfied with, to be happy with, to be pleased, to be satisfied, to be happy;;;;;きにいる;4
v_初めに;vocabulary;初めに;beginning, in the beginning, first of all, to begin with;;;;;はじめに;13
v_魚屋;vocabulary;魚屋;fish shop, fish market, fish dealer, fish store, fishmonger;;;;;さかなや;9
v_注ぐ;vocabulary;注ぐ;to pour;;;;;そそぐ, つぐ;11
v_商売;vocabulary;商売;business, commerce;;;;;しょうばい;12
v_整然;vocabulary;整然;orderly, systematic, well organized, natural order;;;;;せいぜん;13
v_信じる;vocabulary;信じる;to believe, to trust in;;;;;しんじる;15
v_見分ける;vocabulary;見分ける;to distinguish, to tell apart, to differentiate;;;;;みわける;4
v_茶屋;vocabulary;茶屋;tea shop, tea store, tea house;;;;;ちゃや;9
v_役に立つ;vocabulary;役に立つ;to be useful, to be of use, to be helpful, to be of service;;;;;やくにたつ;8
v_川底;vocabulary;川底;riverbed, river bottom;;;;;かわぞこ;17
v_何人;vocabulary;何人;how many people;;;;;なんにん;5
v_熱;vocabulary;熱;fever, heat;;;;;ねつ;13
v_建てる;vocabulary;建てる;to build, to construct;;;;;たてる;15
v_外側;vocabulary;外側;outside;;;;;そとがわ;17
v_子猫;vocabulary;子猫;kitten, kitty;;;;;こねこ;15
v_関西弁;vocabulary;関西弁;kansai dialect;;;;;かんさいべん;18
v_調べる;vocabulary;調べる;to investigate, to research, to look into, to search;;;;;しらべる;10
v_教訓;vocabulary;教訓;lesson, moral;;;;;きょうくん;18
v_大変;vocabulary;大変;serious, terrible, very, difficult, hard, hectic;;;;;たいへん;15
v_辞書形;vocabulary;辞書形;dictionary form;;;;;じしょけい;18
v_記事;vocabulary;記事;article, news story, report, account, news article;;;;;きじ;9
v_学問;vocabulary;学問;scholarship, study, learning;;;;;がくもん;13
v_出かける;vocabulary;出かける;to go out, to leave;;;;;でかける;4
v_試合;vocabulary;試合;game, match;;;;;しあい;18
v_回転ずし;vocabulary;回転ずし;rotating sushi, conveyor belt sushi, revolving sushi, sushi train, sushi go round;;;;;かいてんずし;14
v_完全;vocabulary;完全;complete, perfect, perfection, completeness;;;;;かんぜん;14
v_代わる;vocabulary;代わる;to replace, to substitute for, to substitute, to be replaced, to be substituted, to be substituted for;;;;;かわる;4
v_不器用;vocabulary;不器用;clumsy, unskillful;;;;;ぶきよう;15
v_余る;vocabulary;余る;to be in surplus, to remain left over, to exceed, to surplus, to be in excess;;;;;あまる;20
v_暗記;vocabulary;暗記;memorization, memorize, memorisation, memorise;;;;;あんき;13
v_勇気;vocabulary;勇気;courage, bravery, valour, valor;;;;;ゆうき;15
v_警察署;vocabulary;警察署;police station;;;;;けいさつしょ;19
v_申す;vocabulary;申す;to say humbly, to say, to humbly say;;;;;もうす;4
v_発売;vocabulary;発売;for sale, selling, item for sale, sale;;;;;はつばい;9
v_別人;vocabulary;別人;different person, changed person, new man;;;;;べつじん;11
v_短刀;vocabulary;短刀;short sword, dagger, tanto;;;;;たんとう;12
v_花見;vocabulary;花見;viewing cherry blossoms, sakura viewing, cherry blossom viewing;;;;;はなみ;4
v_同感;vocabulary;同感;sympathy, same sentiment, concurrence, agree, empathy;;;;;どうかん;13
v_仲間;vocabulary;仲間;companion, comrade, associate;;;;;なかま;11
v_主位;vocabulary;主位;leading person, first place, leading position, first position, head position;;;;;しゅい;11
v_働く;vocabulary;働く;to work, to labor, to labour;;;;;はたらく;11
v_論文;vocabulary;論文;essay, thesis;;;;;ろんぶん;20
v_受付;vocabulary;受付;receptionist, reception;;;;;うけつけ;11
v_昔;vocabulary;昔;long ago, long time ago;;;;;むかし;11
v_難しい;vocabulary;難しい;difficult, hard;;;;;むずかしい;20
v_聞こえる;vocabulary;聞こえる;hearable, audible, to be able to hear, to be heard, to be audible, can hear;;;;;きこえる;12
v_かき氷;vocabulary;かき氷;shaved ice;;;;;かきごおり;4
v_投げる;vocabulary;投げる;to throw, to throw something;;;;;なげる;8
v_追いかける;vocabulary;追いかける;to follow, to stalk, to chase, to run after, to pursue;;;;;おいかける;13
v_専門;vocabulary;専門;specialty, speciality, area of study, major;;;;;せんもん;16
v_村;vocabulary;村;village, rural town;;;;;むら;4
v_別の;vocabulary;別の;separate, different, another, separate thing, different thing, another thing;;;;;べつの;11
v_天気;vocabulary;天気;weather;;;;;てんき;4
v_〜階;vocabulary;〜階;floor, story, storey;;;;;かい;12
v_集める;vocabulary;集める;to collect, to gather, to collect something, to gather something;;;;;あつめる;10
v_〜枚;vocabulary;〜枚;flat object, clothing items, sheets;;;;;まい;18
v_地上;vocabulary;地上;above ground;;;;;ちじょう;8
v_水着;vocabulary;水着;swim suit, swimsuit, bathing suit, swimwear, swimming suit;;;;;みずぎ;12
v_全部;vocabulary;全部;all, entire, whole;;;;;ぜんぶ;9
v_天使;vocabulary;天使;angel;;;;;てんし;9
v_組;vocabulary;組;group, team, class;;;;;くみ;7
v_〜台;vocabulary;〜台;big machine, big device, machine, device, machine counter, number of machines;;;;;だい;3
v_説明書;vocabulary;説明書;written explanation, instructions;;;;;せつめいしょ;19
v_連絡する;vocabulary;連絡する;to contact, to get in touch, to get in contact;;;;;れんらくする;19
v_合計;vocabulary;合計;total, sum;;;;;ごうけい;15
v_貝;vocabulary;貝;shell, shellfish, clam;;;;;かい;4
v_可分;vocabulary;可分;divisible, separable;;;;;かぶん;18
v_薬学;vocabulary;薬学;study of pharmacy, pharmacology, pharmaceutics;;;;;やくがく;17
v_三個;vocabulary;三個;three small things, three things, three objects, three small objects;;;;;さんこ;20
v_主語;vocabulary;主語;subject;;;;;しゅご;10
v_雰囲気;vocabulary;雰囲気;atmosphere, ambience, ambiance, mood;;;;;ふんいき;14
v_八冊;vocabulary;八冊;eight books, eight volumes;;;;;はっさつ;19
v_続々;vocabulary;続々;one after another, successively, in succession;;;;;ぞくぞく;19
v_低い;vocabulary;低い;low, short;;;;;ひくい;11
v_年中;vocabulary;年中;year round, all year, whole year, throughout the year, all year round;;;;;ねんじゅう;4
v_強力;vocabulary;強力;strength, strong, powerful;;;;;きょうりょく;7
v_駅員;vocabulary;駅員;train station employee, train station staff, train station attendant, station attendant, station employee;;;;;えきいん;13
v_消しゴム;vocabulary;消しゴム;eraser, rubber;;;;;けしごむ, けしゴム;14
v_座席;vocabulary;座席;seat;;;;;ざせき;18
v_困難;vocabulary;困難;hardship, difficulty;;;;;こんなん;20
v_北海道;vocabulary;北海道;hokkaido, hokkaidou;;;;;ほっかいどう;8
v_速い;vocabulary;速い;fast;;;;;はやい;10
v_新年;vocabulary;新年;new year;;;;;しんねん;9
v_自動車;vocabulary;自動車;automobile;;;;;じどうしゃ;16
v_対談;vocabulary;対談;conversation, dialogue, talk;;;;;たいだん;9
v_商品;vocabulary;商品;merchandise;;;;;しょうひん;16
v_実感;vocabulary;実感;real feeling, actual feeling;;;;;じっかん;13
v_食べ物;vocabulary;食べ物;food;;;;;たべもの;9
v_要る;vocabulary;要る;to need;;;;;いる;9
v_品詞;vocabulary;品詞;part of speech;;;;;ひんし;19
v_屋上;vocabulary;屋上;rooftop, housetop;;;;;おくじょう;11
v_不幸;vocabulary;不幸;unhappiness, misfortune;;;;;ふこう;16
v_名古屋;vocabulary;名古屋;nagoya;;;;;なごや;9
v_仕草;vocabulary;仕草;action, acting, gesture, bearing, treatment, behavior, behaviour, movement;;;;;しぐさ;5
v_売り上げ;vocabulary;売り上げ;amount sold, sales;;;;;うりあげ;5
v_大作;vocabulary;大作;an epic, epic, epic saga, masterpiece, masterwork, magnum opus;;;;;たいさく;5
v_角;vocabulary;角;angle, corner;;;;;かく, かど;5
v_牛肉;vocabulary;牛肉;beef;;;;;ぎゅうにく;5
v_毛虫;vocabulary;毛虫;caterpillar;;;;;けむし;5
v_近い;vocabulary;近い;close, nearby, near;;;;;ちかい;5
v_丁度いい;vocabulary;丁度いい;just right, exactly right;;;;;ちょうどいい;11
v_言葉;vocabulary;言葉;word, language, manner of speech;;;;;ことば;12
v_東口;vocabulary;東口;east exit, east entrance, eastern exit, eastern entrance, east gate;;;;;ひがしぐち;8
v_工学者;vocabulary;工学者;engineer;;;;;こうがくしゃ;8
v_料理人;vocabulary;料理人;a cook, cook, chef;;;;;りょうりにん;16
v_入門;vocabulary;入門;admission, entrance;;;;;にゅうもん;16
v_字典;vocabulary;字典;character dictionary, kanji dictionary;;;;;じてん;16
v_下町;vocabulary;下町;downtown, backstreets;;;;;したまち;5
v_関係;vocabulary;関係;connection, relation;;;;;かんけい;16
v_取る;vocabulary;取る;to take;;;;;とる;16
v_弁当;vocabulary;弁当;bento, box lunch;;;;;べんとう;16
v_急行;vocabulary;急行;express;;;;;きゅうこう;16
v_残品;vocabulary;残品;unsold merchandise, remaining stock, unsold stock, remaining merchandise, unsold product, remaining product;;;;;ざんぴん;16
v_辞書;vocabulary;辞書;dictionary;;;;;じしょ;16
v_不治;vocabulary;不治;incurability, incurable;;;;;ふじ, ふち ;16
v_毎月;vocabulary;毎月;every month, monthly;;;;;まいげつ, まいつき;5
v_固める;vocabulary;固める;to make hard, to harden;;;;;かためる;16
v_浴びる;vocabulary;浴びる;to bathe;;;;;あびる;16
v_日光浴;vocabulary;日光浴;sunbathe;;;;;にっこうよく;16
v_写真;vocabulary;写真;photo, photograph, picture;;;;;しゃしん;16
v_地面;vocabulary;地面;ground, earth's surface;;;;;じめん;16
v_仕事;vocabulary;仕事;job, work, occupation;;;;;しごと;11
v_東京弁;vocabulary;東京弁;tokyo dialect;;;;;とうきょうべん;16
v_薬;vocabulary;薬;medicine, drug, drugs;;;;;くすり;17
v_混ぜる;vocabulary;混ぜる;to mix, to mix something, to stir, to stir something, to blend, to blend something;;;;;まぜる;19
v_火事;vocabulary;火事;fire;;;;;かじ;9
v_欠席;vocabulary;欠席;absence, nonattendance;;;;;けっせき;17
v_干天;vocabulary;干天;dry weather, drought;;;;;かんてん;17
v_光栄;vocabulary;光栄;honor, privilege;;;;;こうえい;17
v_鼻歌;vocabulary;鼻歌;humming;;;;;はなうた;17
v_図;vocabulary;図;diagram;;;;;ず;5
v_予報;vocabulary;予報;forecast;;;;;よほう;18
v_塩味;vocabulary;塩味;salty taste, tastes salty, salty, salty flavor;;;;;しおあじ;17
v_栄える;vocabulary;栄える;to flourish, to prosper;;;;;さかえる;17
v_取り分け;vocabulary;取り分け;especially;;;;;とりわけ;18
v_情報;vocabulary;情報;information, data;;;;;じょうほう;18
v_証明書;vocabulary;証明書;certificate, credentials;;;;;しょうめいしょ;18
v_南口;vocabulary;南口;south exit, south entrance, southern exit, southern entrance, south gate;;;;;みなみぐち;8
v_里心;vocabulary;里心;homesick, homesickness;;;;;さとごころ;5
v_大阪弁;vocabulary;大阪弁;osaka dialect;;;;;おおさかべん;18
v_汽車;vocabulary;汽車;steam train, steam engine train, steam engine;;;;;きしゃ;18
v_許す;vocabulary;許す;to permit, to forgive, to allow;;;;;ゆるす;18
v_毎年;vocabulary;毎年;every year, yearly, annually, each year;;;;;まいとし, まいねん;5
v_三;vocabulary;三;three;;;;;さん;1
v_丸い;vocabulary;丸い;circular, round, spherical;;;;;まるい;2
v_羽;vocabulary;羽;feathers, feather, wing, wings;;;;;はね;5
v_下;vocabulary;下;down, below, under, beneath;;;;;した;1
v_入れる;vocabulary;入れる;to insert, to put in;;;;;いれる;1
v_〜形;vocabulary;〜形;form, tense;;;;;けい;5
v_二人;vocabulary;二人;two people, pair, two persons;;;;;ふたり;1
v_二つ;vocabulary;二つ;two things;;;;;ふたつ;1
v_金;vocabulary;金;gold;;;;;きん, かね;5
v_母;vocabulary;母;mother;;;;;はは;3
v_中々;vocabulary;中々;very, considerably, quite;;;;;なかなか;2
v_人口;vocabulary;人口;population;;;;;じんこう;1
v_本社;vocabulary;本社;headquarters, hq, head office, company headquarters;;;;;ほんしゃ;5
v_六月;vocabulary;六月;june;;;;;ろくがつ;2
v_女;vocabulary;女;woman, female;;;;;おんな;1
v_川;vocabulary;川;river;;;;;かわ;1
v_大きさ;vocabulary;大きさ;size;;;;;おおきさ;1
v_丸;vocabulary;丸;circle, round, circular;;;;;まる;2
v_中;vocabulary;中;middle, in, inside, center;;;;;なか;2
v_五十;vocabulary;五十;fifty;;;;;ごじゅう;2
v_六つ;vocabulary;六つ;six things;;;;;むっつ;2
v_先日;vocabulary;先日;the other day, a few days ago, other day;;;;;せんじつ;4
v_出す;vocabulary;出す;to remove, to hand over, to take out, to reveal;;;;;だす;2
v_何日;vocabulary;何日;how many days, what day, which day;;;;;なんにち;5
v_十六;vocabulary;十六;sixteen;;;;;じゅうろく;2
v_四;vocabulary;四;four;;;;;よん, し;2
v_外来;vocabulary;外来;imported, outpatient clinic, foreign;;;;;がいらい;5
v_四千;vocabulary;四千;four thousand;;;;;よんせん;2
v_右;vocabulary;右;right direction, right;;;;;みぎ;2
v_四十二;vocabulary;四十二;forty two, the answer;;;;;よんじゅうに;2
v_子犬;vocabulary;子犬;puppy;;;;;こいぬ;2
v_上手;vocabulary;上手;good at, skillful, skilled at, skilled;;;;;じょうず;2
v_体内;vocabulary;体内;internal, within the body, inside the body;;;;;たいない;5
v_一月;vocabulary;一月;january;;;;;いちがつ;2
v_天;vocabulary;天;heaven;;;;;てん;2
v_下手;vocabulary;下手;unskillful, unskilled, bad at, not good at, not skilled;;;;;へた;2
v_文;vocabulary;文;writing, sentence;;;;;ぶん;2
v_本;vocabulary;本;book, origin, real, main;;;;;ほん;2
v_大声;vocabulary;大声;large voice, loud voice, big voice;;;;;おおごえ;5
v_木;vocabulary;木;tree, wood;;;;;き;2
v_月;vocabulary;月;moon, month;;;;;つき;2
v_生;vocabulary;生;fresh, raw;;;;;なま;3
v_一万;vocabulary;一万;ten thousand;;;;;いちまん;3
v_田;vocabulary;田;rice field, rice paddy;;;;;た;2
v_男の人;vocabulary;男の人;man;;;;;おとこのひと;5
v_人生;vocabulary;人生;one's life, human life;;;;;じんせい;3
v_水;vocabulary;水;water;;;;;みず;2
v_正す;vocabulary;正す;to correct;;;;;ただす;2
v_火山;vocabulary;火山;volcano;;;;;かざん;2
v_多い;vocabulary;多い;many, much, lots of;;;;;おおい;5
v_兄;vocabulary;兄;older brother, big brother, elder brother;;;;;あに;3
v_久しい;vocabulary;久しい;long time;;;;;ひさしい;3
v_分かる;vocabulary;分かる;to understand;;;;;わかる;3
v_少し;vocabulary;少し;a little, a few, few;;;;;すこし;3
v_先月;vocabulary;先月;last month, previous month;;;;;せんげつ;4
v_来月;vocabulary;来月;next month;;;;;らいげつ;5
v_中古;vocabulary;中古;second hand, used, secondhand;;;;;ちゅうこ;3
v_太い;vocabulary;太い;fat, thick;;;;;ふとい;3
v_自分;vocabulary;自分;oneself, myself, self;;;;;じぶん;5
v_止める;vocabulary;止める;to stop something, to stop;;;;;とめる;3
v_不正;vocabulary;不正;injustice, unfairness;;;;;ふせい;4
v_世;vocabulary;世;world, society, age, generation;;;;;よ;4
v_今すぐ;vocabulary;今すぐ;at once, right now, immediately, right away;;;;;いますぐ;5
v_来る;vocabulary;来る;to come;;;;;くる;5
v_空車;vocabulary;空車;open taxi, free taxi, open cab, free cab, available taxi, vacant taxi, available cab, vacant cab;;;;;くうしゃ;5
v_休み;vocabulary;休み;rest, break, vacation, holiday;;;;;やすみ;4
v_乱戦;vocabulary;乱戦;melee, free for all;;;;;らんせん;19
v_気分;vocabulary;気分;feeling, mood;;;;;きぶん;4
v_一文字;vocabulary;一文字;straight line;;;;;いちもんじ, いちもじ;4
v_去年;vocabulary;去年;last year;;;;;きょねん;4
v_本当;vocabulary;本当;reality, truth;;;;;ほんとう;5
v_先年;vocabulary;先年;former years, formerly, a few years ago, previous years, past years, prior years;;;;;せんねん;4
v_先生;vocabulary;先生;teacher, master, doctor;;;;;せんせい;4
v_二百;vocabulary;二百;two hundred;;;;;にひゃく;4
v_氷;vocabulary;氷;ice;;;;;こおり;4
v_一気;vocabulary;一気;one breath, one go, one sitting;;;;;いっき;4
v_年内;vocabulary;年内;within a year, within the year;;;;;ねんない;4
v_一打;vocabulary;一打;strike, stroke, blow;;;;;いちだ;4
v_打つ;vocabulary;打つ;to hit, to pound, to type;;;;;うつ;4
v_皿;vocabulary;皿;plate, dish;;;;;さら;4
v_見方;vocabulary;見方;way of seeing, point of view, perspective, viewpoint;;;;;みかた;4
v_小皿;vocabulary;小皿;small plate, small dish, little plate, little dish;;;;;こざら;4
v_大会;vocabulary;大会;convention, tournament, meetup, event;;;;;たいかい;5
v_花火;vocabulary;花火;fireworks;;;;;はなび;4
v_男;vocabulary;男;man;;;;;おとこ;4
v_車;vocabulary;車;car;;;;;くるま;4
v_自在;vocabulary;自在;freely, at will;;;;;じざい;20
v_米;vocabulary;米;rice;;;;;こめ;5
v_代える;vocabulary;代える;to replace, to substitute, to exchange, to replace something, to substitute something, to exchange something;;;;;かえる;6
v_光;vocabulary;光;light, sunlight;;;;;ひかり;5
v_何回;vocabulary;何回;how many times;;;;;なんかい;5
v_体力;vocabulary;体力;physical strength, physical power;;;;;たいりょく;5
v_何月;vocabulary;何月;what month, which month;;;;;なんがつ;5
v_日光;vocabulary;日光;sunlight;;;;;にっこう;5
v_二万;vocabulary;二万;twenty thousand;;;;;にまん;3
v_七;vocabulary;七;seven;;;;;なな, しち;1
v_ビー玉;vocabulary;ビー玉;marble;;;;;びーだま, ビーだま;2
v_三人;vocabulary;三人;three people, three persons;;;;;さんにん;1
v_女子;vocabulary;女子;girl;;;;;じょし;2
v_同じ;vocabulary;同じ;same;;;;;おなじ;5
v_女神;vocabulary;女神;goddess, female deity;;;;;めがみ;13
v_夕べ;vocabulary;夕べ;evening, last night;;;;;ゆうべ;2
v_子牛;vocabulary;子牛;calf, baby cow;;;;;こうし;4
v_日;vocabulary;日;sun, day;;;;;ひ;2
v_北;vocabulary;北;north;;;;;きた;3
v_十台;vocabulary;十台;ten machines;;;;;じゅうだい;3
v_皮;vocabulary;皮;skin, hide;;;;;かわ;4
v_同日;vocabulary;同日;same day, the same day;;;;;どうじつ;5
v_竹;vocabulary;竹;bamboo;;;;;たけ;4
v_アメリカ人;vocabulary;アメリカ人;american, american person;;;;;あめりかじん, アメリカじん;1
v_休日;vocabulary;休日;holiday;;;;;きゅうじつ;4
v_英国;vocabulary;英国;britain, uk, united kingdom, england;;;;;えいこく;15
v_二台;vocabulary;二台;two machines;;;;;にだい;3
