# WaniKani - Vocabulary
# Generated on May 29, 2016 06:49 AM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_予め;vocabulary;予め;beforehand, in advance, previously, ahead of time;;;;;あらかじめ;11
v_情けない;vocabulary;情けない;miserable, pitiable, shameful, deplorable, wretched, sad, pitiful;;;;;なさけない;15
v_利く;vocabulary;利く;to be effective, to show effect;;;;;きく;11
v_上がる;vocabulary;上がる;to rise;;;;;あがる;1
v_返る;vocabulary;返る;to be returned, to return, to come back;;;;;かえる;11
v_見返る;vocabulary;見返る;to look back at, to look back on;;;;;みかえる;13
v_私自身;vocabulary;私自身;personally, as for me, myself;;;;;わたしじしん, わたくしじしん;16
v_荷物;vocabulary;荷物;luggage, baggage, load;;;;;にもつ;16
v_研究室;vocabulary;研究室;laboratory, lab, study room, professor's office, teacher's office;;;;;けんきゅうしつ;10
v_一生;vocabulary;一生;whole life, entire life, a lifetime, all through life, one existence, a generation, an age;;;;;いっしょう;5
v_出会う;vocabulary;出会う;to meet by chance, to meet unexpectedly, to come across, to encounter;;;;;であう;10
v_見物;vocabulary;見物;sightseeing, sightseer, watching, watcher, viewing, viewer;;;;;けんぶつ;9
v_入力;vocabulary;入力;input, enter;;;;;にゅうりょく;2
v_付近;vocabulary;付近;neighborhood, neighbourhood, vicinity, environs, nearby, locality;;;;;ふきん;9
v_相図;vocabulary;相図;sign, signal, diagram, phase diagram;;;;;あいず;11
v_場面;vocabulary;場面;scene, setting, locale;;;;;ばめん;16
v_入院;vocabulary;入院;hospitalization, hospitalisation, hospital admission, admission to a hospital, institutionalized;;;;;にゅういん;10
v_文字通り;vocabulary;文字通り;literal, literally, to the letter;;;;;もじどおり;11
v_九日;vocabulary;九日;nine days, day nine, ninth day;;;;;ここのか;2
v_関連;vocabulary;関連;relation, connection, relevance, correlation, association;;;;;かんれん;19
v_当たり前;vocabulary;当たり前;natural, reasonable, obvious, usual, common, ordinary;;;;;あたりまえ;8
v_大いに;vocabulary;大いに;very, much, greatly, a lot of, very much;;;;;おおいに;2
v_国王;vocabulary;国王;king, monarch, sovereign;;;;;こくおう;6
v_完結;vocabulary;完結;conclusion, completion, ending, consummation;;;;;かんけつ;17
v_売れる;vocabulary;売れる;to be sold, to sell;;;;;うれる;7
v_土星;vocabulary;土星;saturn;;;;;どせい;6
v_〜号室;vocabulary;〜号室;room number counter, counter for room numbers, suffix for room numbers, room number;;;;;ごうしつ;7
v_大空;vocabulary;大空;heavens, firmament, sky, skies;;;;;おおぞら;7
v_禅寺;vocabulary;禅寺;zen temple;;;;;ぜんでら, ぜんじ;18
v_光る;vocabulary;光る;to shine, to glitter;;;;;ひかる;7
v_口調;vocabulary;口調;tone, tone of voice, verbal expression;;;;;くちょう;10
v_行動;vocabulary;行動;action, conduct, behaviour, behavior, mobilization, mobilisation;;;;;こうどう;12
v_想定;vocabulary;想定;hypothesis, supposition, assumption, estimation;;;;;そうてい;13
v_言葉つき;vocabulary;言葉つき;speech, expression, wording, language, diction;;;;;ことばつき;14
v_幸運;vocabulary;幸運;good luck, fortune;;;;;こううん;16
v_役場;vocabulary;役場;town hall, town office, public office;;;;;やくば;8
v_新た;vocabulary;新た;new, fresh, novel, newly, freshly;;;;;あらた;11
v_放つ;vocabulary;放つ;to fire, to hit, to break wind;;;;;はなつ;15
v_何度;vocabulary;何度;how many times, how often, what temperature;;;;;なんど;9
v_待合;vocabulary;待合;meeting place, assignation place, waiting room, lounge, tea house;;;;;まちあい;11
v_西洋;vocabulary;西洋;the west, western countries;;;;;せいよう;11
v_愛する;vocabulary;愛する;to love;;;;;あいする;17
v_相変わらず;vocabulary;相変わらず;as usual, as ever, the same, as before;;;;;あいかわらず;17
v_語る;vocabulary;語る;to talk, to tell, to recite;;;;;かたる;10
v_子守歌;vocabulary;子守歌;lullaby;;;;;こもりうた;18
v_議員;vocabulary;議員;member of the diet, diet member;;;;;ぎいん;20
v_対外;vocabulary;対外;foreign, overseas;;;;;たいがい;8
v_仮名;vocabulary;仮名;kana;;;;;かな;9
v_伝説;vocabulary;伝説;legend;;;;;でんせつ;17
v_尾;vocabulary;尾;tail;;;;;お;20
v_危ない;vocabulary;危ない;dangerous;;;;;あぶない;16
v_一日;vocabulary;一日;one day, day one, first day;;;;;いちにち, ついたち;2
v_部首;vocabulary;部首;radical;;;;;ぶしゅ;9
v_運動会;vocabulary;運動会;sports day;;;;;うんどうかい;14
v_大役;vocabulary;大役;important task, great duty;;;;;たいやく;8
v_夜;vocabulary;夜;night, evening;;;;;よる;6
v_平気;vocabulary;平気;calm, cool, all right, okay;;;;;へいき;4
v_午前;vocabulary;午前;am, morning, a.m.;;;;;ごぜん;6
v_少女;vocabulary;少女;young lady, little girl, maiden, daughter;;;;;しょうじょ, おとめ;3
v_引き算;vocabulary;引き算;subtraction;;;;;ひきざん;10
v_姉;vocabulary;姉;older sister, big sister, elder sister;;;;;あね;6
v_父;vocabulary;父;father;;;;;ちち;3
v_活用形;vocabulary;活用形;conjugated form;;;;;かつようけい;7
v_連中;vocabulary;連中;colleagues, company, these guys, troupe;;;;;れんちゅう, れんぢゅう, れんじゅう;19
v_建前;vocabulary;建前;public behavior, public behaviour, official stance, public position, public face, tatemae;;;;;たてまえ;17
v_表す;vocabulary;表す;to express;;;;;あらわす;9
v_四国;vocabulary;四国;shikoku;;;;;しこく;6
v_初歩;vocabulary;初歩;basics, rudiments, elements, abcs;;;;;しょほ;11
v_悲しみ;vocabulary;悲しみ;sadness, sorrow, grief, unhappiness, distress;;;;;かなしみ;14
v_期間;vocabulary;期間;period, term, interval, span;;;;;きかん;12
v_高等;vocabulary;高等;high class, high grade;;;;;こうとう;18
v_小文字;vocabulary;小文字;lowercase letter, lowercase character, lowercase, lowercase letters, lowercase characters;;;;;こもじ;6
v_人形;vocabulary;人形;doll, puppet;;;;;にんぎょう;7
v_点ける;vocabulary;点ける;to turn on, to switch on, to light up;;;;;つける;8
v_ハート形;vocabulary;ハート形;heart shaped;;;;;ハートがた, はーとがた;9
v_最後尾;vocabulary;最後尾;end of a line;;;;;さいこうび;20
v_向く;vocabulary;向く;to face, to turn toward;;;;;むく;6
v_農場;vocabulary;農場;farm;;;;;のうじょう;10
v_丁度;vocabulary;丁度;exactly, just;;;;;ちょうど;9
v_遠く;vocabulary;遠く;far away, distant, at a distance, distant place, by far;;;;;とおく;16
v_形;vocabulary;形;shape, appearance, form;;;;;かたち;7
v_学期;vocabulary;学期;school term, semester;;;;;がっき;12
v_流行;vocabulary;流行;trend, fad, craze;;;;;りゅうこう, はやり;12
v_下品;vocabulary;下品;crude, vulgarity;;;;;げひん;16
v_面白い;vocabulary;面白い;interesting, amusing, funny;;;;;おもしろい;16
v_基本;vocabulary;基本;foundation, basics;;;;;きほん;14
v_別;vocabulary;別;different, separate;;;;;べつ;11
v_辺り;vocabulary;辺り;area, vicinity;;;;;あたり;7
v_見当たる;vocabulary;見当たる;to be found, to come upon, to fall upon, to discover, to come across, to happen upon;;;;;みあたる;7
v_当てる;vocabulary;当てる;to guess, to guess something, to hit;;;;;あてる;8
v_入所;vocabulary;入所;admission, entrance, imprisonment, internment;;;;;にゅうしょ;8
v_信用;vocabulary;信用;trust, confidence;;;;;しんよう;15
v_時代;vocabulary;時代;period, epoch, era, time period;;;;;じだい;7
v_地中;vocabulary;地中;underground, subterranean;;;;;ちちゅう;6
v_生まれ;vocabulary;生まれ;birthplace, birth;;;;;うまれ;5
v_外交;vocabulary;外交;diplomacy;;;;;がいこう;5
v_活用;vocabulary;活用;conjugation, practical use;;;;;かつよう;6
v_小声;vocabulary;小声;low voice, whisper;;;;;こごえ;7
v_役目;vocabulary;役目;duty, business, role;;;;;やくめ;8
v_〜間;vocabulary;〜間;amount of time, interval of time, time interval, period of time;;;;;かん;8
v_今日は;vocabulary;今日は;hello, good day;;;;;こんにちは;3
v_一体;vocabulary;一体;the heck, in the world, on earth;;;;;いったい;7
v_通す;vocabulary;通す;to let pass, to overlook, to continue, to keep, to make way for, to persist in;;;;;とおす;9
v_心持;vocabulary;心持;feeling, mood, somewhat, slightly;;;;;こころもち;11
v_顔文字;vocabulary;顔文字;kaomoji;;;;;かおもじ;12
v_昔話;vocabulary;昔話;folklore, legend;;;;;むかしばなし;11
v_植える;vocabulary;植える;to plant, to grow;;;;;うえる;12
v_具合;vocabulary;具合;condition, health;;;;;ぐあい;9
v_王様;vocabulary;王様;king;;;;;おうさま;13
v_近代的;vocabulary;近代的;modern;;;;;きんだいてき;14
v_整える;vocabulary;整える;to arrange, to put in order, to adjust, to prepare;;;;;ととのえる;15
v_お父さん;vocabulary;お父さん;father, dad, papa;;;;;おとうさん;3
v_〜達;vocabulary;〜達;pluralizing suffix;;;;;たち;18
v_町民;vocabulary;町民;townspeople;;;;;ちょうみん;7
v_左右;vocabulary;左右;left and right, both ways, influence, control;;;;;さゆう;3
v_折れる;vocabulary;折れる;to break, to snap, to fracture;;;;;おれる;16
v_お母さん;vocabulary;お母さん;mother, mom, mum;;;;;おかあさん;3
v_四百;vocabulary;四百;four hundred;;;;;よんひゃく;4
v_大気;vocabulary;大気;atmosphere;;;;;たいき;4
v_来週;vocabulary;来週;next week;;;;;らいしゅう;7
v_対等;vocabulary;対等;equality, equal;;;;;たいとう;18
v_文学;vocabulary;文学;literature;;;;;ぶんがく;5
v_直る;vocabulary;直る;to be fixed, to fix;;;;;なおる;6
v_果てる;vocabulary;果てる;to end, to be finished, to be exhausted, to die;;;;;はてる;17
v_三百;vocabulary;三百;three hundred;;;;;さんびゃく;6
v_嫌悪;vocabulary;嫌悪;disgust, hate, repugnance;;;;;けんお;20
v_五百;vocabulary;五百;five hundred;;;;;ごひゃく;4
v_知る;vocabulary;知る;to know;;;;;しる;6
v_科目;vocabulary;科目;subject, course, curriculum;;;;;かもく;8
v_土曜日;vocabulary;土曜日;saturday;;;;;どようび;18
v_合図;vocabulary;合図;sign, signal;;;;;あいず;8
v_生物;vocabulary;生物;living things, creatures, bio;;;;;せいぶつ;9
v_家事;vocabulary;家事;housework, chores;;;;;かじ;9
v_台所;vocabulary;台所;kitchen;;;;;だいどころ;10
v_今朝;vocabulary;今朝;this morning;;;;;けさ;10
v_生地;vocabulary;生地;material, cloth, fabric, dough, batter;;;;;きじ;8
v_意図的;vocabulary;意図的;intentional, on purpose;;;;;いとてき;14
v_港;vocabulary;港;harbor, harbour, port;;;;;みなと;12
v_神様;vocabulary;神様;god, gods;;;;;かみさま;13
v_文化祭;vocabulary;文化祭;school festival, culture festival, arts festival;;;;;ぶんかさい;14
v_晴れ;vocabulary;晴れ;clear weather;;;;;はれ;15
v_顔付き;vocabulary;顔付き;expression, facial expression;;;;;かおつき;10
v_見事;vocabulary;見事;splendid, magnificent, beautiful, admirable, praiseworthy act, feat;;;;;みごと;11
v_治安;vocabulary;治安;public order, public safety, public peace;;;;;ちあん;16
v_お金;vocabulary;お金;money;;;;;おかね;5
v_申し申し;vocabulary;申し申し;telephone hello, hello, hello on telephone;;;;;もうしもうし, もしもし;4
v_大事;vocabulary;大事;important, valuable, serious matter;;;;;だいじ;9
v_大人;vocabulary;大人;adult;;;;;おとな;1
v_一昨日;vocabulary;一昨日;day before last, day before yesterday;;;;;おととい, いっさくじつ;17
v_四月;vocabulary;四月;april;;;;;しがつ;2
v_一人;vocabulary;一人;alone, one person;;;;;ひとり;1
v_禁じる;vocabulary;禁じる;to prohibit;;;;;きんじる;18
v_大きい;vocabulary;大きい;big, large;;;;;おおきい;1
v_二月;vocabulary;二月;february;;;;;にがつ;2
v_高等学校;vocabulary;高等学校;senior high school;;;;;こうとうがっこう;20
v_大した;vocabulary;大した;considerable, great, important, big deal;;;;;たいした;1
v_乗せる;vocabulary;乗せる;to give a ride, to give someone a ride, to place on;;;;;のせる;9
v_八;vocabulary;八;eight;;;;;はち;1
v_八つ;vocabulary;八つ;eight things;;;;;やっつ;1
v_入り口;vocabulary;入り口;entrance;;;;;いりぐち;1
v_フランス人;vocabulary;フランス人;frenchman, french person;;;;;ふらんすじん, フランスじん;1
v_山;vocabulary;山;mountain;;;;;やま;1
v_ふじ山;vocabulary;ふじ山;mt fuji, mount fuji, mt. fuji;;;;;ふじさん;1
v_焼く;vocabulary;焼く;to bake, to cook, to burn;;;;;やく;18
v_命令;vocabulary;命令;order, command;;;;;めいれい;11
v_鳴き声;vocabulary;鳴き声;animal cry, animal sound, animal noise, chirp, tweet, roar, bark, meow;;;;;なきごえ;12
v_九;vocabulary;九;nine;;;;;きゅう, く;1
v_戦い;vocabulary;戦い;battle, fight, conflict;;;;;たたかい;11
v_要求;vocabulary;要求;demand, requirement;;;;;ようきゅう;14
v_不良;vocabulary;不良;bad, substandard, delinquent;;;;;ふりょう;11
v_九つ;vocabulary;九つ;nine things;;;;;ここのつ;1
v_親分;vocabulary;親分;boss, kingpin, chief, head;;;;;おやぶん;12
v_一;vocabulary;一;one;;;;;いち;1
v_一つ;vocabulary;一つ;one thing;;;;;ひとつ;1
v_又;vocabulary;又;again, and;;;;;また;2
v_殺人者;vocabulary;殺人者;murderer, killer;;;;;さつじんしゃ;15
v_人;vocabulary;人;person;;;;;ひと;1
v_力;vocabulary;力;power, strength;;;;;ちから;1
v_三つ;vocabulary;三つ;three things;;;;;みっつ;1
v_上る;vocabulary;上る;to climb;;;;;のぼる;1
v_近年;vocabulary;近年;recent years;;;;;きんねん;5
v_入る;vocabulary;入る;to enter;;;;;はいる;1
v_下がる;vocabulary;下がる;to hang down, to hang;;;;;さがる;1
v_下げる;vocabulary;下げる;to hang, to lower, to hang something, to lower something;;;;;さげる;1
v_上げる;vocabulary;上げる;to raise, to raise something;;;;;あげる;1
v_上;vocabulary;上;up, above;;;;;うえ;1
v_白人;vocabulary;白人;caucasian, white person, white people;;;;;はくじん;2
v_出口;vocabulary;出口;exit;;;;;でぐち;2
v_目;vocabulary;目;eye;;;;;め;2
v_目玉;vocabulary;目玉;eyeball;;;;;めだま;2
v_五;vocabulary;五;five;;;;;ご;2
v_円;vocabulary;円;money, yen;;;;;えん;2
v_五つ;vocabulary;五つ;five things;;;;;いつつ;2
v_十月;vocabulary;十月;october;;;;;じゅうがつ;2
v_四日;vocabulary;四日;fourth day, day four, four days;;;;;よっか;2
v_玉ねぎ;vocabulary;玉ねぎ;onion, round onion;;;;;たまねぎ;2
v_女王;vocabulary;女王;queen;;;;;じょおう;2
v_〜位;vocabulary;〜位;rank;;;;;い;11
v_四つ;vocabulary;四つ;four things;;;;;よっつ;2
v_右手;vocabulary;右手;right hand;;;;;みぎて;2
v_手;vocabulary;手;hand;;;;;て;2
v_円い;vocabulary;円い;round, circular;;;;;まるい;2
v_〜才;vocabulary;〜才;years old, age;;;;;さい;2
v_日本;vocabulary;日本;japan;;;;;にほん, にっぽん;2
v_七日;vocabulary;七日;seventh day, day seven, seven days;;;;;なのか;2
v_三日;vocabulary;三日;third day, day three, three days;;;;;みっか;2
v_六日;vocabulary;六日;sixth day, day six, six days;;;;;むいか;2
v_才人;vocabulary;才人;talented person, clever person;;;;;さいじん;2
v_生きる;vocabulary;生きる;to live, to be alive, to exist;;;;;いきる;3
v_冬休み;vocabulary;冬休み;winter holiday, winter break, winter vacation;;;;;ふゆやすみ;6
v_十日;vocabulary;十日;ten days, day ten, tenth day;;;;;とおか;2
v_シアトル市;vocabulary;シアトル市;seattle, city of seattle;;;;;しあとるし, シアトルし;3
v_出る;vocabulary;出る;to exit, to leave;;;;;でる;2
v_内;vocabulary;内;inside, within;;;;;うち;3
v_立てる;vocabulary;立てる;to stand up, to stand something up, to erect, to erect something;;;;;たてる;2
v_女の子;vocabulary;女の子;young lady, young woman, young girl, girl;;;;;おんなのこ;2
v_少ない;vocabulary;少ない;a few, few, scarce, not much, not many;;;;;すくない;3
v_牛;vocabulary;牛;cow;;;;;うし;3
v_電車;vocabulary;電車;train;;;;;でんしゃ;8
v_戸口;vocabulary;戸口;doorway;;;;;とぐち;3
v_外人;vocabulary;外人;foreigner, outsider;;;;;がいじん;3
v_三世;vocabulary;三世;third generation;;;;;さんせい;4
v_先週;vocabulary;先週;last week;;;;;せんしゅう;7
v_平安;vocabulary;平安;peace, tranquility, heian;;;;;へいあん;6
v_命;vocabulary;命;life, lifeforce;;;;;いのち;11
v_以上;vocabulary;以上;more than, or more, that's all;;;;;いじょう;7
v_発表;vocabulary;発表;announcement, presentation;;;;;はっぴょう;9
v_公用;vocabulary;公用;government business, official business;;;;;こうよう;3
v_読み方;vocabulary;読み方;reading, pronunciation, way of reading;;;;;よみかた;10
v_古い;vocabulary;古い;old;;;;;ふるい;3
v_お兄さん;vocabulary;お兄さん;older brother, big brother, elder brother;;;;;おにいさん;3
v_十万;vocabulary;十万;one hundred thousand, hundred thousand, a hundred thousand;;;;;じゅうまん;3
v_虚しい;vocabulary;虚しい;empty, vacant, futile, vain;;;;;むなしい;17
v_元;vocabulary;元;origin;;;;;もと;3
v_生まれる;vocabulary;生まれる;to be born;;;;;うまれる;3
v_戦場;vocabulary;戦場;battlefield, battleground;;;;;せんじょう;11
v_外れる;vocabulary;外れる;to be disconnected, to come off, to be out, to be off;;;;;はずれる;3
v_切る;vocabulary;切る;to cut;;;;;きる;3
v_欠点;vocabulary;欠点;shortcoming, fault, defect, flaw, weakness, weak point;;;;;けってん;7
v_引く;vocabulary;引く;to pull, to subtract;;;;;ひく;3
v_止まる;vocabulary;止まる;to stop;;;;;とまる;3
v_用いる;vocabulary;用いる;to utilize, to use, to utilise;;;;;もちいる;3
v_酒好き;vocabulary;酒好き;drinker, alcoholic;;;;;さけずき;13
v_練習;vocabulary;練習;practice;;;;;れんしゅう;13
v_望み;vocabulary;望み;wish, hope, desire;;;;;のぞみ;14
v_毛;vocabulary;毛;fur, hair;;;;;け;3
v_欠かす;vocabulary;欠かす;to miss, to fail, to fail to attend;;;;;かかす;9
v_地下鉄;vocabulary;地下鉄;subway, the underground, the metro, the tube;;;;;ちかてつ;10
v_父親;vocabulary;父親;father;;;;;ちちおや;12
v_不合格;vocabulary;不合格;fail a test, failure, fail an exam;;;;;ふごうかく;16
v_神道;vocabulary;神道;shinto, shintou;;;;;しんとう;11
v_始まる;vocabulary;始まる;to begin, something begins, to start, something starts;;;;;はじまる;9
v_始める;vocabulary;始める;to begin, to start, to begin something, to start something;;;;;はじめる;9
v_最も;vocabulary;最も;the most, most, extremely;;;;;もっとも;10
v_切れる;vocabulary;切れる;to be cut;;;;;きれる;3
v_今日;vocabulary;今日;today;;;;;きょう;3
v_金持ち;vocabulary;金持ち;rich person, rich, wealthy;;;;;かねもち;9
v_太平洋;vocabulary;太平洋;pacific ocean;;;;;たいへいよう;11
